countryCode,countryName,year,nativeCode,jobs,source,classification,sourceYearLabel,sourceUrl,sourceDetail
CHN,China,2023,CN01,11846560,"China Labour Statistical Yearbook 2024 table 1-5 + China Population and Employment Statistical Yearbook 2019 table 3-8","CN_OCC_MIX","2023 employment total · 2018 occupation mix","https://www.stats.gov.cn/hd/lyzx/zxgk/202405/t20240524_1953603.html","Checked-in official national extract replacing the legacy fallback path. Employment total is anchored to the latest official national employment year available in the labour yearbook series; occupation mix uses the latest reproducible nationwide seven-group extract available in the repo."
CHN,China,2023,CN02,64415670,"China Labour Statistical Yearbook 2024 table 1-5 + China Population and Employment Statistical Yearbook 2019 table 3-8","CN_OCC_MIX","2023 employment total · 2018 occupation mix","https://www.stats.gov.cn/hd/lyzx/zxgk/202405/t20240524_1953603.html","Checked-in official national extract replacing the legacy fallback path. Employment total is anchored to the latest official national employment year available in the labour yearbook series; occupation mix uses the latest reproducible nationwide seven-group extract available in the repo."
CHN,China,2023,CN04,68858130,"China Labour Statistical Yearbook 2024 table 1-5 + China Population and Employment Statistical Yearbook 2019 table 3-8","CN_OCC_MIX","2023 employment total · 2018 occupation mix","https://www.stats.gov.cn/hd/lyzx/zxgk/202405/t20240524_1953603.html","Checked-in official national extract replacing the legacy fallback path. Employment total is anchored to the latest official national employment year available in the labour yearbook series; occupation mix uses the latest reproducible nationwide seven-group extract available in the repo."
CHN,China,2023,CN05,231748330,"China Labour Statistical Yearbook 2024 table 1-5 + China Population and Employment Statistical Yearbook 2019 table 3-8","CN_OCC_MIX","2023 employment total · 2018 occupation mix","https://www.stats.gov.cn/hd/lyzx/zxgk/202405/t20240524_1953603.html","Checked-in official national extract replacing the legacy fallback path. Employment total is anchored to the latest official national employment year available in the labour yearbook series; occupation mix uses the latest reproducible nationwide seven-group extract available in the repo."
CHN,China,2023,CN06,196949060,"China Labour Statistical Yearbook 2024 table 1-5 + China Population and Employment Statistical Yearbook 2019 table 3-8","CN_OCC_MIX","2023 employment total · 2018 occupation mix","https://www.stats.gov.cn/hd/lyzx/zxgk/202405/t20240524_1953603.html","Checked-in official national extract replacing the legacy fallback path. Employment total is anchored to the latest official national employment year available in the labour yearbook series; occupation mix uses the latest reproducible nationwide seven-group extract available in the repo."
CHN,China,2023,CN78,162149790,"China Labour Statistical Yearbook 2024 table 1-5 + China Population and Employment Statistical Yearbook 2019 table 3-8","CN_OCC_MIX","2023 employment total · 2018 occupation mix","https://www.stats.gov.cn/hd/lyzx/zxgk/202405/t20240524_1953603.html","Checked-in official national extract replacing the legacy fallback path. Employment total is anchored to the latest official national employment year available in the labour yearbook series; occupation mix uses the latest reproducible nationwide seven-group extract available in the repo."
CHN,China,2023,CN99,4442460,"China Labour Statistical Yearbook 2024 table 1-5 + China Population and Employment Statistical Yearbook 2019 table 3-8","CN_OCC_MIX","2023 employment total · 2018 occupation mix","https://www.stats.gov.cn/hd/lyzx/zxgk/202405/t20240524_1953603.html","Checked-in official national extract replacing the legacy fallback path. Employment total is anchored to the latest official national employment year available in the labour yearbook series; occupation mix uses the latest reproducible nationwide seven-group extract available in the repo."
